Path,Count
"else if Ketoleucine<=1.159637212753296 = true and ENSMPUG00000007479_PRDM16<=0.6958464980125427 = true and ENSMPUG00000005128_EMILIN2<=1.8143475651741028 != true and ENSMPUG00000014987_Unknown<=0.08383621647953987 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",5
"else if ENSMPUG00000012286_NLRP3<=1.8359976410865784 != true and ENSMPUG00000015708_WDR64<=-1.3136845827102661 != true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000014987_Unknown<=0.08383621647953987 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",5
"else if ENSMPUG00000012286_NLRP3<=1.8359976410865784 != true and ENSMPUG00000015708_WDR64<=-1.3136845827102661 = true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000014987_Unknown<=0.08383621647953987 = true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",5
"else if ENSMPUG00000012286_NLRP3<=1.8486459255218506 != true and ENSMPUG00000015708_WDR64<=-1.3136845827102661 != true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000014987_Unknown<=0.08383621647953987 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",5
"else if ENSMPUG00000012286_NLRP3<=1.8486459255218506 != true and ENSMPUG00000015708_WDR64<=-1.3136845827102661 = true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000014987_Unknown<=0.08383621647953987 = true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",5
"else if ENSMPUG00000012286_NLRP3<=1.8359976410865784 = true and ENSMPUG00000026188_Unknown<=-1.6784894466400146 != true and Ketoleucine<=1.159637212753296 = true then: --> predicted Prediction: 1",5
"else if ENSMPUG00000012286_NLRP3<=1.8359976410865784 != true and ENSMPUG00000026188_Unknown<=-1.6784894466400146 != true and Ketoleucine<=1.159637212753296 = true then: --> predicted Prediction: 0",5
"else if ENSMPUG00000012286_NLRP3<=1.8486459255218506 = true and ENSMPUG00000026188_Unknown<=-1.6784894466400146 != true and Ketoleucine<=1.159637212753296 = true then: --> predicted Prediction: 1",5
"else if ENSMPUG00000012286_NLRP3<=1.8486459255218506 != true and ENSMPUG00000026188_Unknown<=-1.6784894466400146 != true and Ketoleucine<=1.159637212753296 = true then: --> predicted Prediction: 0",5
"else if ENSMPUG00000012286_NLRP3<=1.8359976410865784 = true and ENSMPUG00000026188_Unknown<=-1.6784894466400146 != true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000003456_CLDN1<=0.6340613961219788 != true then: --> predicted Prediction: 1",5
"else if ENSMPUG00000012286_NLRP3<=1.8359976410865784 != true and ENSMPUG00000026188_Unknown<=-1.6784894466400146 != true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000003456_CLDN1<=0.6340613961219788 != true then: --> predicted Prediction: 0",5
"else if ENSMPUG00000012286_NLRP3<=1.8486459255218506 = true and ENSMPUG00000026188_Unknown<=-1.6784894466400146 != true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000003456_CLDN1<=0.6340613961219788 != true then: --> predicted Prediction: 1",5
"else if ENSMPUG00000012286_NLRP3<=1.8486459255218506 != true and ENSMPUG00000026188_Unknown<=-1.6784894466400146 != true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000003456_CLDN1<=0.6340613961219788 != true then: --> predicted Prediction: 0",5
"else if ENSMPUG00000015708_WDR64<=-1.3136845827102661 = true and ENSMPUG00000026188_Unknown<=-1.6784894466400146 != true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000005128_EMILIN2<=1.8143475651741028 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 0",4
"else if ENSMPUG00000012286_NLRP3<=1.8359976410865784 != true and ENSMPUG00000026188_Unknown<=-1.6784894466400146 != true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000007479_PRDM16<=0.6958464980125427 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 0",4
"else if ENSMPUG00000012286_NLRP3<=1.8486459255218506 != true and ENSMPUG00000026188_Unknown<=-1.6784894466400146 != true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000007479_PRDM16<=0.6958464980125427 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 0",4
"else if ENSMPUG00000012286_NLRP3<=1.8359976410865784 = true and ENSMPUG00000015708_WDR64<=-1.3136845827102661 != true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000014987_Unknown<=0.08383621647953987 = true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",4
"else if ENSMPUG00000012286_NLRP3<=1.8486459255218506 = true and ENSMPUG00000015708_WDR64<=-1.3136845827102661 != true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000014987_Unknown<=0.08383621647953987 = true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",4
"else if ENSMPUG00000015708_WDR64<=-1.3136845827102661 != true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000014987_Unknown<=0.08383621647953987 = true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 0",4
"else if ENSMPUG00000012286_NLRP3<=1.8359976410865784 != true and ENSMPUG00000015708_WDR64<=-1.3136845827102661 = true and ENSMPUG00000026188_Unknown<=-1.6784894466400146 != true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000005128_EMILIN2<=1.8143475651741028 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 0",4
"else if ENSMPUG00000012286_NLRP3<=1.8486459255218506 != true and ENSMPUG00000015708_WDR64<=-1.3136845827102661 = true and ENSMPUG00000026188_Unknown<=-1.6784894466400146 != true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000005128_EMILIN2<=1.8143475651741028 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 0",4
"else if ENSMPUG00000015708_WDR64<=-1.3136845827102661 = true and ENSMPUG00000026188_Unknown<=-1.6784894466400146 != true and X2.Methoxyestrone<=0.5013543665409088 != true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000005128_EMILIN2<=1.8143475651741028 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 0",4
"else if X2.Methoxyestrone<=0.5013543665409088 = true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000007479_PRDM16<=0.6958464980125427 = true and ENSMPUG00000005128_EMILIN2<=1.8143475651741028 != true and ENSMPUG00000014987_Unknown<=0.08383621647953987 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",4
"else if Ketoleucine<=1.159637212753296 = true and ENSMPUG00000007479_PRDM16<=0.6958464980125427 = true and ENSMPUG00000005128_EMILIN2<=1.8143475651741028 != true and ENSMPUG00000001650_COLQ<=-0.10226407274603844 = true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true and ENSMPUG00000004751_ANKRD24<=-1.0072854161262512 != true then: --> predicted Prediction: 1",4
"else if Ketoleucine<=1.159637212753296 = true and ENSMPUG00000007479_PRDM16<=0.6958464980125427 = true and ENSMPUG00000005128_EMILIN2<=1.8143475651741028 != true and ENSMPUG00000014987_Unknown<=0.0382701251655817 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true and ENSMPUG00000004751_ANKRD24<=-1.0072854161262512 != true then: --> predicted Prediction: 1",4
"else if Ketoleucine<=1.159637212753296 = true and ENSMPUG00000007479_PRDM16<=0.6958464980125427 = true and ENSMPUG00000005128_EMILIN2<=1.8143475651741028 != true and ENSMPUG00000014987_Unknown<=0.08383621647953987 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true and ENSMPUG00000004751_ANKRD24<=-1.0072854161262512 != true then: --> predicted Prediction: 1",4
"else if Ketoleucine<=1.159637212753296 = true and ENSMPUG00000007479_PRDM16<=0.6958464980125427 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",4
"else if Ketoleucine<=1.159637212753296 = true and ENSMPUG00000007479_PRDM16<=0.6958464980125427 = true and ENSMPUG00000005128_EMILIN2<=1.8143475651741028 = true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true and ENSMPUG00000004751_ANKRD24<=-1.0072854161262512 = true then: --> predicted Prediction: 1",4
"else if Ketoleucine<=1.159637212753296 = true and ENSMPUG00000007479_PRDM16<=0.6958464980125427 != true and ENSMPUG00000005128_EMILIN2<=1.8143475651741028 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true and ENSMPUG00000004751_ANKRD24<=-1.0072854161262512 = true then: --> predicted Prediction: 1",4
"else if Ketoleucine<=1.159637212753296 = true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true and ENSMPUG00000004751_ANKRD24<=-1.0072854161262512 != true then: --> predicted Prediction: 1",4
"else if ENSMPUG00000012286_NLRP3<=1.8359976410865784 != true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 = true then: --> predicted Prediction: 0",3
"else if ENSMPUG00000012286_NLRP3<=1.8359976410865784 != true and ENSMPUG00000015708_WDR64<=-1.3136845827102661 = true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000007479_PRDM16<=0.6958464980125427 = true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",3
"else if ENSMPUG00000012286_NLRP3<=1.8359976410865784 != true and ENSMPUG00000015708_WDR64<=-1.3136845827102661 != true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000007479_PRDM16<=0.6958464980125427 = true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 0",3
"else if ENSMPUG00000012286_NLRP3<=1.8486459255218506 != true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 = true then: --> predicted Prediction: 0",3
"else if ENSMPUG00000012286_NLRP3<=1.8486459255218506 != true and ENSMPUG00000015708_WDR64<=-1.3136845827102661 = true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000007479_PRDM16<=0.6958464980125427 = true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",3
"else if ENSMPUG00000012286_NLRP3<=1.8486459255218506 != true and ENSMPUG00000015708_WDR64<=-1.3136845827102661 != true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000007479_PRDM16<=0.6958464980125427 = true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 0",3
"else if ENSMPUG00000012286_NLRP3<=1.8359976410865784 != true and ENSMPUG00000015708_WDR64<=-1.3136845827102661 = true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",3
"else if ENSMPUG00000012286_NLRP3<=1.8359976410865784 != true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000014987_Unknown<=0.08383621647953987 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",3
"else if ENSMPUG00000012286_NLRP3<=1.8486459255218506 != true and ENSMPUG00000015708_WDR64<=-1.3136845827102661 = true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",3
"else if ENSMPUG00000012286_NLRP3<=1.8486459255218506 != true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000014987_Unknown<=0.08383621647953987 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",3
"else if ENSMPUG00000012286_NLRP3<=1.8359976410865784 = true and ENSMPUG00000015708_WDR64<=-1.3136845827102661 = true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000003456_CLDN1<=0.6340613961219788 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",3
"else if ENSMPUG00000012286_NLRP3<=1.8359976410865784 != true and ENSMPUG00000015708_WDR64<=-1.3136845827102661 = true and ENSMPUG00000026188_Unknown<=-1.6784894466400146 = true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000003456_CLDN1<=0.6340613961219788 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",3
"else if ENSMPUG00000012286_NLRP3<=1.8486459255218506 = true and ENSMPUG00000015708_WDR64<=-1.3136845827102661 = true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000003456_CLDN1<=0.6340613961219788 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",3
"else if ENSMPUG00000012286_NLRP3<=1.8486459255218506 != true and ENSMPUG00000015708_WDR64<=-1.3136845827102661 = true and ENSMPUG00000026188_Unknown<=-1.6784894466400146 = true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000003456_CLDN1<=0.6340613961219788 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",3
"else if ENSMPUG00000012286_NLRP3<=1.8359976410865784 = true and ENSMPUG00000015708_WDR64<=-1.3136845827102661 = true and ENSMPUG00000026188_Unknown<=-1.6784894466400146 != true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000003456_CLDN1<=0.6340613961219788 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",3
"else if ENSMPUG00000012286_NLRP3<=1.8486459255218506 = true and ENSMPUG00000015708_WDR64<=-1.3136845827102661 = true and ENSMPUG00000026188_Unknown<=-1.6784894466400146 != true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000003456_CLDN1<=0.6340613961219788 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",3
"else if ENSMPUG00000015708_WDR64<=-1.3136845827102661 = true and ENSMPUG00000026188_Unknown<=-1.6784894466400146 != true and X2.Methoxyestrone<=0.5013543665409088 = true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000003456_CLDN1<=0.6340613961219788 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",3
"else if ENSMPUG00000015708_WDR64<=-1.3136845827102661 = true and X2.Methoxyestrone<=0.5013543665409088 = true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000003456_CLDN1<=0.6340613961219788 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",3
"else if ENSMPUG00000015708_WDR64<=-1.3136845827102661 = true and ENSMPUG00000026188_Unknown<=-1.6784894466400146 = true and X2.Methoxyestrone<=0.5013543665409088 != true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000003456_CLDN1<=0.6340613961219788 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",3
"else if Ketoleucine<=0.8994508385658264 = true and ENSMPUG00000005128_EMILIN2<=1.8143475651741028 = true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",2
"else if ENSMPUG00000015708_WDR64<=-1.3136845827102661 = true and ENSMPUG00000026188_Unknown<=-1.6784894466400146 = true and Ketoleucine<=0.8994508385658264 = true and ENSMPUG00000005128_EMILIN2<=1.8143475651741028 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",2
"else if ENSMPUG00000015708_WDR64<=-1.3136845827102661 = true and ENSMPUG00000026188_Unknown<=-1.6784894466400146 != true and Ketoleucine<=0.8994508385658264 = true and ENSMPUG00000005128_EMILIN2<=1.8143475651741028 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 0",2
"else if ENSMPUG00000015708_WDR64<=-1.3136845827102661 != true and Ketoleucine<=0.8994508385658264 = true and ENSMPUG00000005128_EMILIN2<=1.8143475651741028 != true and ENSMPUG00000014987_Unknown<=0.08383621647953987 = true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 0",2
"else if ENSMPUG00000015708_WDR64<=-1.3136845827102661 != true and Ketoleucine<=0.8994508385658264 = true and ENSMPUG00000005128_EMILIN2<=1.8143475651741028 != true and ENSMPUG00000014987_Unknown<=0.08383621647953987 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",2
"else if ENSMPUG00000012286_NLRP3<=1.8359976410865784 != true and ENSMPUG00000015708_WDR64<=-1.3136845827102661 = true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000007479_PRDM16<=0.6958464980125427 = true then: --> predicted Prediction: 1",2
"else if ENSMPUG00000012286_NLRP3<=1.8359976410865784 != true and ENSMPUG00000015708_WDR64<=-1.3136845827102661 != true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000007479_PRDM16<=0.6958464980125427 = true then: --> predicted Prediction: 0",2
"else if ENSMPUG00000012286_NLRP3<=1.8486459255218506 != true and ENSMPUG00000015708_WDR64<=-1.3136845827102661 = true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000007479_PRDM16<=0.6958464980125427 = true then: --> predicted Prediction: 1",2
"else if ENSMPUG00000012286_NLRP3<=1.8486459255218506 != true and ENSMPUG00000015708_WDR64<=-1.3136845827102661 != true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000007479_PRDM16<=0.6958464980125427 = true then: --> predicted Prediction: 0",2
"else if Ketoleucine<=1.159637212753296 = true and ENSMPUG00000007479_PRDM16<=0.6958464980125427 = true and ENSMPUG00000005128_EMILIN2<=1.8143475651741028 != true and ENSMPUG00000014987_Unknown<=0.08383621647953987 = true then: --> predicted Prediction: 0",2
"else if Ketoleucine<=1.159637212753296 = true and ENSMPUG00000007479_PRDM16<=0.6958464980125427 = true and ENSMPUG00000005128_EMILIN2<=1.8143475651741028 != true and ENSMPUG00000014987_Unknown<=0.08383621647953987 != true then: --> predicted Prediction: 1",2
"else if ENSMPUG00000012286_NLRP3<=1.8359976410865784 = true and ENSMPUG00000015708_WDR64<=-1.3136845827102661 != true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",2
"else if ENSMPUG00000012286_NLRP3<=1.8486459255218506 = true and ENSMPUG00000015708_WDR64<=-1.3136845827102661 != true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",2
"else if ENSMPUG00000012286_NLRP3<=1.8359976410865784 = true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000014987_Unknown<=0.08383621647953987 = true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",2
"else if ENSMPUG00000012286_NLRP3<=1.8486459255218506 = true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000014987_Unknown<=0.08383621647953987 = true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",2
"if ENSMPUG00000026188_Unknown<=-1.6784894466400146 = true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000007479_PRDM16<=0.6958464980125427 = true and ENSMPUG00000014987_Unknown<=0.08383621647953987 = true then: --> predicted Prediction: 0",2
"else if ENSMPUG00000026188_Unknown<=-1.6784894466400146 = true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000007479_PRDM16<=0.6958464980125427 = true and ENSMPUG00000014987_Unknown<=0.08383621647953987 != true then: --> predicted Prediction: 1",2
"else if ENSMPUG00000026188_Unknown<=-1.6784894466400146 = true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000007479_PRDM16<=0.6958464980125427 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 = true then: --> predicted Prediction: 0",2
"else if ENSMPUG00000015708_WDR64<=-1.3136845827102661 = true and ENSMPUG00000026188_Unknown<=-1.6784894466400146 = true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000007479_PRDM16<=0.6958464980125427 = true and ENSMPUG00000003456_CLDN1<=0.6340613961219788 != true then: --> predicted Prediction: 1",2
"else if ENSMPUG00000015708_WDR64<=-1.3136845827102661 != true and ENSMPUG00000026188_Unknown<=-1.6784894466400146 = true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000007479_PRDM16<=0.6958464980125427 = true and ENSMPUG00000003456_CLDN1<=0.6340613961219788 != true then: --> predicted Prediction: 0",2
"else if ENSMPUG00000026188_Unknown<=-1.6784894466400146 = true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000007479_PRDM16<=0.6958464980125427 != true and ENSMPUG00000003456_CLDN1<=0.6340613961219788 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 = true then: --> predicted Prediction: 0",2
"else if ENSMPUG00000012286_NLRP3<=1.8359976410865784 = true and ENSMPUG00000015708_WDR64<=-1.3136845827102661 = true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000005128_EMILIN2<=1.8143475651741028 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",2
"else if ENSMPUG00000012286_NLRP3<=1.8359976410865784 != true and ENSMPUG00000015708_WDR64<=-1.3136845827102661 = true and ENSMPUG00000026188_Unknown<=-1.6784894466400146 = true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000005128_EMILIN2<=1.8143475651741028 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",2
"else if ENSMPUG00000012286_NLRP3<=1.8486459255218506 = true and ENSMPUG00000015708_WDR64<=-1.3136845827102661 = true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000005128_EMILIN2<=1.8143475651741028 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",2
"else if ENSMPUG00000012286_NLRP3<=1.8486459255218506 != true and ENSMPUG00000015708_WDR64<=-1.3136845827102661 = true and ENSMPUG00000026188_Unknown<=-1.6784894466400146 = true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000005128_EMILIN2<=1.8143475651741028 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",2
"else if ENSMPUG00000012286_NLRP3<=1.8359976410865784 = true and ENSMPUG00000015708_WDR64<=-1.3136845827102661 = true and ENSMPUG00000026188_Unknown<=-1.6784894466400146 != true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000005128_EMILIN2<=1.8143475651741028 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",2
"else if ENSMPUG00000012286_NLRP3<=1.8486459255218506 = true and ENSMPUG00000015708_WDR64<=-1.3136845827102661 = true and ENSMPUG00000026188_Unknown<=-1.6784894466400146 != true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000005128_EMILIN2<=1.8143475651741028 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",2
"else if ENSMPUG00000015708_WDR64<=-1.3136845827102661 = true and ENSMPUG00000026188_Unknown<=-1.6784894466400146 != true and X2.Methoxyestrone<=0.5013543665409088 = true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000005128_EMILIN2<=1.8143475651741028 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",2
"else if ENSMPUG00000015708_WDR64<=-1.3136845827102661 = true and X2.Methoxyestrone<=0.5013543665409088 = true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000005128_EMILIN2<=1.8143475651741028 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",2
"else if ENSMPUG00000015708_WDR64<=-1.3136845827102661 = true and ENSMPUG00000026188_Unknown<=-1.6784894466400146 = true and X2.Methoxyestrone<=0.5013543665409088 != true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000005128_EMILIN2<=1.8143475651741028 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 1",2
"else if X2.Methoxyestrone<=0.5013543665409088 = true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000007479_PRDM16<=0.6958464980125427 = true and ENSMPUG00000005128_EMILIN2<=1.8143475651741028 != true and ENSMPUG00000014987_Unknown<=0.08383621647953987 = true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 0",2
"else if X2.Methoxyestrone<=0.5013543665409088 != true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000007479_PRDM16<=0.6958464980125427 = true and ENSMPUG00000005128_EMILIN2<=1.8143475651741028 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 0",2
"else if Ketoleucine<=1.159637212753296 = true and ENSMPUG00000007479_PRDM16<=0.6958464980125427 = true and ENSMPUG00000005128_EMILIN2<=1.8143475651741028 != true and ENSMPUG00000001650_COLQ<=-0.10226407274603844 = true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true and ENSMPUG00000004751_ANKRD24<=-1.0072854161262512 = true then: --> predicted Prediction: 0",2
"else if Ketoleucine<=1.159637212753296 = true and ENSMPUG00000007479_PRDM16<=0.6958464980125427 = true and ENSMPUG00000005128_EMILIN2<=1.8143475651741028 != true and ENSMPUG00000001650_COLQ<=-0.10226407274603844 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 0",2
"else if Ketoleucine<=1.159637212753296 = true and ENSMPUG00000007479_PRDM16<=0.6958464980125427 = true and ENSMPUG00000005128_EMILIN2<=1.8143475651741028 != true and ENSMPUG00000014987_Unknown<=0.0382701251655817 = true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 0",2
"else if Ketoleucine<=1.159637212753296 = true and ENSMPUG00000007479_PRDM16<=0.6958464980125427 = true and ENSMPUG00000005128_EMILIN2<=1.8143475651741028 != true and ENSMPUG00000014987_Unknown<=0.0382701251655817 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true and ENSMPUG00000004751_ANKRD24<=-1.0072854161262512 = true then: --> predicted Prediction: 0",2
"else if X2.Methoxyestrone<=0.5013543665409088 != true and Ketoleucine<=1.159637212753296 = true and ENSMPUG00000007479_PRDM16<=0.6958464980125427 = true and ENSMPUG00000005128_EMILIN2<=1.8143475651741028 != true and ENSMPUG00000014987_Unknown<=0.08383621647953987 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true then: --> predicted Prediction: 0",2
"else if Ketoleucine<=1.159637212753296 = true and ENSMPUG00000007479_PRDM16<=0.6958464980125427 = true and ENSMPUG00000005128_EMILIN2<=1.8143475651741028 != true and ENSMPUG00000014987_Unknown<=0.08383621647953987 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true and ENSMPUG00000004751_ANKRD24<=-1.0072854161262512 = true then: --> predicted Prediction: 0",2
"else if Ketoleucine<=1.159637212753296 = true and ENSMPUG00000007479_PRDM16<=0.6958464980125427 = true and ENSMPUG00000005128_EMILIN2<=1.8143475651741028 != true and ENSMPUG00000001650_COLQ<=-0.10226407274603844 != true and ENSMPUG00000010904_AZGP1<=-1.4121604561805725 != true and ENSMPUG00000004751_ANKRD24<=-1.0072854161262512 != true then: --> predicted Prediction: 0",2
